BOROUGH,Job Type,Block,Lot,Community Board,Zip Code,Bldg Type,Residential,Special District 1,Special District 2,Work Type,Permit Status,Filing Status,Permit Type,Filing Date,Issuance Date,Expiration Date,Job Start Date,Owner's Business Type,Non-Profit,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,CENSUS_TRACT,NTA_NAME
STATEN ISLAND,NB,6751,73,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,12/27/11,12/27/11,5/1/12,12/27/11,INDIVIDUAL,N,40.52113,-74.209539,51,198,Annadale-Huguenot-Prince's Bay-Eltingville
QUEENS,NB,5417,19,407,11358,1,YES,,,,ISSUED,INITIAL,NB,3/19/09,3/19/09,4/1/09,3/19/09,INDIVIDUAL,N,40.75857,-73.807047,20,1191,East Flushing
BRONX,NB,3759,8,209,10472,1,YES,,,EQ,ISSUED,INITIAL,EQ,1/9/09,1/9/09,8/9/09,1/9/09,INDIVIDUAL,N,40.828913,-73.860886,18,72,Soundview-Bruckner
STATEN ISLAND,NB,179,33,501,10310,1,YES,,,PL,ISSUED,INITIAL,PL,4/2/09,4/2/09,4/2/10,4/2/09,INDIVIDUAL,N,40.633543,-74.115302,49,105,New Brighton-Silver Lake
QUEENS,NB,15905,280,,11692,1,YES,,,,ISSUED,INITIAL,NB,8/12/10,8/12/10,4/1/11,8/12/10,CORPORATION,N,40.588833,-73.794447,31,964,Hammels-Arverne-Edgemere
STATEN ISLAND,NB,6796,40,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,2/17/11,2/17/11,10/4/11,2/17/11,INDIVIDUAL,N,40.521649,-74.212817,51,198,Annadale-Huguenot-Prince's Bay-Eltingville
BROOKLYN,NB,6874,80,311,11214,1,YES,,,,ISSUED,INITIAL,NB,4/18/11,5/19/11,11/9/11,5/19/11,INDIVIDUAL,N,40.596683,-73.993299,47,302,Bensonhurst East
BRONX,NB,5412,47,210,10465,1,YES,,,PL,ISSUED,INITIAL,PL,1/20/11,1/20/11,1/20/12,1/20/11,PARTNERSHIP,N,40.844757,-73.822234,13,27401,Pelham Bay-Country Club-City Island
QUEENS,NB,12546,232,412,11434,1,YES,,,EQ,ISSUED,INITIAL,EQ,3/18/09,3/18/09,3/2/10,3/18/09,CORPORATION,N,40.677044,-73.765315,27,33401,St. Albans
QUEENS,NB,7507,27,411,11364,1,,,,,ISSUED,INITIAL,FO,8/9/10,8/9/10,11/20/10,8/9/10,INDIVIDUAL,N,40.75874,-73.752411,23,138501,Oakland Gardens
STATEN ISLAND,NB,6979,202,503,10309,1,YES,SRD,,PL,ISSUED,INITIAL,PL,9/8/11,9/8/11,9/7/12,9/8/11,CORPORATION,N,40.537966,-74.213222,51,20803,Rossville-Woodrow
BROOKLYN,NB,8738,28,315,11235,1,YES,,,,ISSUED,INITIAL,FO,3/5/10,3/5/10,1/5/11,3/5/10,PARTNERSHIP,N,40.576304,-73.952753,48,616,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
QUEENS,NB,2496,32,405,11378,1,YES,,,PL,ISSUED,INITIAL,PL,4/22/09,4/22/09,4/22/10,4/22/09,CORPORATION,N,40.731139,-73.893542,30,49302,Maspeth
BRONX,NB,3799,77,209,10472,1,YES,,,EQ,ISSUED,INITIAL,EQ,5/6/09,5/14/09,2/26/10,5/14/09,INDIVIDUAL,N,40.828344,-73.855684,18,78,Westchester-Unionport
QUEENS,NB,3071,1,405,11379,2,,,,PL,ISSUED,INITIAL,PL,11/4/10,11/4/10,11/4/11,11/4/10,INDIVIDUAL,N,40.7133,-73.871321,30,65501,Middle Village
BROOKLYN,NB,6179,125,311,11228,1,YES,,,,ISSUED,INITIAL,FO,10/3/11,10/3/11,2/1/12,10/3/11,INDIVIDUAL,N,40.620593,-74.001779,43,190,Bensonhurst West
QUEENS,NB,8181,41,411,11362,1,YES,,,,ISSUED,INITIAL,NB,9/3/09,9/3/09,7/1/10,9/3/09,INDIVIDUAL,N,40.763103,-73.744096,19,150701,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,1774,44,403,11368,2,YES,,,PL,ISSUED,INITIAL,PL,4/21/09,4/21/09,4/21/10,4/21/09,INDIVIDUAL,N,40.751598,-73.862037,21,403,North Corona
QUEENS,NB,16350,300,414,11697,1,YES,,,,ISSUED,INITIAL,NB,1/7/11,1/7/11,1/7/12,1/7/11,CORPORATION,N,40.562032,-73.912544,32,91601,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
QUEENS,NB,1677,1,403,11369,1,YES,,,,ISSUED,INITIAL,NB,8/30/10,8/30/10,11/4/10,8/30/10,INDIVIDUAL,N,40.761924,-73.862221,21,373,East Elmhurst
BROOKLYN,NB,6602,4,311,11204,2,YES,,,,ISSUED,INITIAL,FO,4/12/11,4/12/11,5/14/11,4/12/11,INDIVIDUAL,N,40.610773,-73.978808,44,434,Bensonhurst East
BROOKLYN,NB,7166,42,313,11223,1,YES,,,,ISSUED,INITIAL,NB,7/29/11,7/29/11,2/25/12,7/29/11,CORPORATION,N,40.590444,-73.976398,47,308,Gravesend
BROOKLYN,NB,7106,56,315,11223,1,YES,OP,,,ISSUED,INITIAL,NB,9/16/11,9/16/11,7/22/12,9/16/11,INDIVIDUAL,N,40.598644,-73.968913,47,396,Homecrest
BROOKLYN,NB,6533,75,312,11230,1,YES,OP,,,ISSUED,INITIAL,NB,7/14/10,7/14/10,3/13/11,7/14/10,INDIVIDUAL,N,40.620907,-73.968438,44,452,Ocean Parkway South
QUEENS,NB,4822,23,407,11354,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/13/10,4/13/10,1/31/11,4/13/10,INDIVIDUAL,N,40.772846,-73.814299,19,1047,Murray Hill
BROOKLYN,NB,2488,23,301,11222,2,YES,,,,ISSUED,INITIAL,NB,2/4/10,2/4/10,3/24/10,2/4/10,INDIVIDUAL,N,40.736696,-73.95396,33,579,Greenpoint
BROOKLYN,NB,7595,79,318,11210,1,YES,,,PL,ISSUED,INITIAL,PL,8/5/10,8/5/10,8/5/11,8/5/10,INDIVIDUAL,N,40.627582,-73.945072,45,742,Flatlands
STATEN ISLAND,NB,6266,60,503,10312,1,YES,SRD,,PL,ISSUED,INITIAL,PL,1/12/10,1/12/10,1/12/11,1/12/10,INDIVIDUAL,N,40.545448,-74.184734,51,17009,Arden Heights
QUEENS,NB,6055,14,411,11360,1,YES,,,EQ,ISSUED,INITIAL,EQ,8/27/10,8/31/10,6/1/11,8/31/10,INDIVIDUAL,N,40.774775,-73.774044,19,1093,Bayside-Bayside Hills
BROOKLYN,NB,7417,64,315,11235,1,YES,,,EQ,ISSUED,INITIAL,EQ,8/4/09,8/4/09,5/15/10,8/4/09,CORPORATION,N,40.591437,-73.954993,48,590,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
BROOKLYN,NB,3376,28,304,11221,1,YES,,,EQ,ISSUED,INITIAL,EQ,5/12/11,5/12/11,1/4/12,5/12/11,CORPORATION,N,40.693105,-73.913818,37,415,Bushwick South
STATEN ISLAND,NB,3760,32,502,10305,1,YES,,,PL,ISSUED,INITIAL,PL,11/9/09,11/9/09,11/9/10,11/9/09,INDIVIDUAL,N,40.577548,-74.088653,50,11201,Old Town-Dongan Hills-South Beach
BROOKLYN,NB,2245,143,301,11206,2,YES,,,,ISSUED,INITIAL,FO,12/15/11,12/15/11,11/30/12,12/15/11,PARTNERSHIP,N,40.702006,-73.950251,33,509,Williamsburg
QUEENS,NB,7067,32,411,11365,1,YES,,,,ISSUED,INITIAL,FO,1/11/10,1/11/10,10/9/10,1/11/10,CORPORATION,Y,40.740949,-73.791448,20,1417,Auburndale
STATEN ISLAND,NB,7400,25,503,10309,2,,SRD,,PL,ISSUED,INITIAL,PL,3/24/09,3/30/09,3/30/10,3/30/09,INDIVIDUAL,N,40.537759,-74.237272,51,226,Charleston-Richmond Valley-Tottenville
QUEENS,NB,1106,17,403,11369,1,,,,,ISSUED,INITIAL,NB,7/7/11,7/7/11,2/25/12,7/7/11,INDIVIDUAL,N,40.76567,-73.873812,21,357,East Elmhurst
QUEENS,NB,15905,59,,11692,1,YES,,,,ISSUED,INITIAL,NB,7/7/11,7/7/11,1/1/12,7/7/11,CORPORATION,N,40.590388,-73.792238,31,964,Hammels-Arverne-Edgemere
BRONX,NB,2840,5,204,10452,2,,,,PL,ISSUED,INITIAL,PL,2/12/10,2/12/10,2/12/11,2/12/10,CORPORATION,N,40.838632,-73.918827,16,22101,West Concourse
QUEENS,NB,7067,22,411,11365,1,YES,,,,ISSUED,INITIAL,NB,1/6/10,1/6/10,10/9/10,1/6/10,CORPORATION,Y,40.740977,-73.791599,20,1417,Auburndale
QUEENS,NB,4822,23,407,11354,1,YES,,,,ISSUED,INITIAL,NB,4/13/10,4/13/10,1/31/11,4/13/10,INDIVIDUAL,N,40.772846,-73.814299,19,1047,Murray Hill
QUEENS,NB,1662,24,403,11369,1,YES,,,,ISSUED,INITIAL,FO,4/8/11,4/8/11,11/4/11,4/8/11,CORPORATION,N,40.764206,-73.866072,21,367,East Elmhurst
STATEN ISLAND,NB,5735,311,503,10312,1,YES,SRD,,,ISSUED,INITIAL,NB,9/21/11,9/21/11,10/17/11,9/21/11,CORPORATION,N,40.555406,-74.185158,51,17007,Arden Heights
QUEENS,NB,7513,19,411,11364,1,,,,,ISSUED,INITIAL,NB,9/6/11,9/6/11,9/1/12,9/6/11,INDIVIDUAL,N,40.75443,-73.752056,23,138501,Oakland Gardens
STATEN ISLAND,NB,5735,416,503,10312,1,YES,SRD,,,ISSUED,INITIAL,NB,9/2/10,9/2/10,10/12/10,9/2/10,CORPORATION,N,40.556008,-74.184674,51,17007,Arden Heights
QUEENS,NB,1984,52,404,11368,1,,,,,ISSUED,INITIAL,NB,7/30/09,7/30/09,9/23/09,7/30/09,INDIVIDUAL,N,40.749299,-73.860854,21,403,North Corona
STATEN ISLAND,NB,6979,358,503,10309,1,YES,SRD,,PL,ISSUED,INITIAL,PL,10/28/11,10/28/11,10/27/12,10/28/11,CORPORATION,N,40.538043,-74.2131,51,20803,Rossville-Woodrow
QUEENS,NB,12469,50,412,11434,1,YES,,,PL,ISSUED,INITIAL,PL,12/23/11,12/23/11,12/22/12,12/23/11,CORPORATION,N,40.686527,-73.767907,27,368,St. Albans
QUEENS,NB,15905,115,,11692,1,YES,,,,ISSUED,INITIAL,NB,3/14/11,3/14/11,4/1/11,3/14/11,CORPORATION,N,40.591382,-73.792246,31,964,Hammels-Arverne-Edgemere
BRONX,NB,3698,47,209,10473,2,,,IBZ,,ISSUED,INITIAL,NB,1/7/11,2/11/11,6/3/11,2/11/11,CORPORATION,N,40.825662,-73.843282,18,98,Westchester-Unionport
QUEENS,NB,8228,85,411,11362,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/1/11,4/1/11,11/4/11,4/1/11,CORPORATION,N,40.768861,-73.735424,19,150702,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,8342,30,411,11362,1,YES,,,EQ,ISSUED,INITIAL,EQ,3/23/10,3/23/10,2/28/11,3/23/10,CORPORATION,N,40.762035,-73.727296,23,152902,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,1610,151,404,11368,1,YES,,,PL,ISSUED,INITIAL,PL,9/15/10,9/15/10,9/15/11,9/15/10,CORPORATION,N,40.748678,-73.864814,21,407,North Corona
BRONX,NB,2786,12,204,10456,2,YES,,,,ISSUED,INITIAL,NB,7/30/10,7/30/10,4/1/11,7/30/10,OTHER GOV'T AGENCY,N,40.838594,-73.910952,16,225,East Concourse-Concourse Village
QUEENS,NB,13024,86,412,11413,1,YES,,,EQ,ISSUED,INITIAL,EQ,2/5/10,2/5/10,6/20/10,2/5/10,CORPORATION,N,40.673557,-73.759209,27,330,Springfield Gardens North
BROOKLYN,NB,4191,16,305,11208,2,YES,,,EQ,ISSUED,INITIAL,EQ,6/16/09,6/16/09,1/1/10,6/16/09,PARTNERSHIP,N,40.67717,-73.875822,37,1196,East New York
QUEENS,NB,6938,6,408,11365,2,,,,,ISSUED,INITIAL,FO,9/6/11,9/6/11,9/1/12,9/6/11,INDIVIDUAL,N,40.730519,-73.802157,24,1241,Pomonok-Flushing Heights-Hillcrest
BROOKLYN,NB,5395,36,312,11218,1,YES,,,PL,ISSUED,INITIAL,PL,8/28/09,8/28/09,8/28/10,8/28/09,INDIVIDUAL,N,40.634553,-73.976686,39,478,Borough Park
QUEENS,NB,9437,16,409,11419,1,YES,,,PL,ISSUED,INITIAL,PL,6/2/09,6/2/09,6/2/10,6/2/09,INDIVIDUAL,N,40.693594,-73.826615,28,148,Richmond Hill
BROOKLYN,NB,8663,318,313,11235,1,YES,,,PL,ISSUED,INITIAL,PL,3/9/10,3/9/10,3/9/11,3/9/10,INDIVIDUAL,N,40.579665,-73.965145,48,364,Brighton Beach
BRONX,NB,3763,144,209,10472,1,YES,,,PL,ISSUED,INITIAL,PL,5/27/10,5/27/10,5/27/11,5/27/10,INDIVIDUAL,N,40.831205,-73.866215,18,70,Soundview-Bruckner
QUEENS,NB,8359,47,411,11362,1,YES,,,,ISSUED,INITIAL,NB,12/10/10,12/10/10,12/1/11,12/10/10,CORPORATION,N,40.759259,-73.724536,23,152902,Douglas Manor-Douglaston-Little Neck
BRONX,NB,4113,48,211,10461,1,YES,,,EQ,ISSUED,INITIAL,EQ,5/8/09,5/8/09,11/18/09,5/8/09,CORPORATION,N,40.848513,-73.847685,13,286,Van Nest-Morris Park-Westchester Square
BROOKLYN,NB,3215,130,304,11221,1,YES,,,,ISSUED,INITIAL,FO,3/8/11,3/8/11,1/4/12,3/8/11,CORPORATION,N,40.69745,-73.929125,34,393,Bushwick South
QUEENS,NB,1887,58,404,11368,1,,,,,ISSUED,INITIAL,FO,3/30/11,3/30/11,7/14/11,3/30/11,INDIVIDUAL,N,40.740792,-73.866523,21,44302,Corona
QUEENS,NB,11858,17,410,11420,1,YES,,,PL,ISSUED,INITIAL,PL,8/13/10,8/13/10,8/13/11,8/13/10,INDIVIDUAL,N,40.669272,-73.815445,28,838,South Ozone Park
BROOKLYN,NB,8866,1280,315,11229,1,YES,,,,ISSUED,INITIAL,FO,9/20/11,9/20/11,2/25/12,9/20/11,INDIVIDUAL,N,40.588355,-73.924611,46,628,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
BRONX,NB,4606,41,212,10467,1,YES,,,,ISSUED,INITIAL,NB,6/17/09,6/17/09,6/22/09,6/17/09,CORPORATION,N,40.872712,-73.862342,12,372,Williamsbridge-Olinville
QUEENS,NB,16256,26,414,11694,1,YES,,,,ISSUED,INITIAL,NB,6/28/11,6/29/11,2/17/12,6/29/11,INDIVIDUAL,N,40.577364,-73.852767,32,928,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
QUEENS,NB,3124,45,406,11374,1,,,,,ISSUED,INITIAL,FO,11/23/11,11/23/11,4/20/12,11/23/11,INDIVIDUAL,N,40.723872,-73.861091,29,69702,Rego Park
QUEENS,NB,6827,25,408,11366,1,YES,,,,ISSUED,INITIAL,NB,7/24/09,7/24/09,2/22/10,7/24/09,INDIVIDUAL,N,40.723077,-73.809805,24,1257,Kew Gardens Hills
BROOKLYN,NB,6397,5,311,11214,2,YES,,,,ISSUED,INITIAL,FO,5/16/11,5/16/11,5/15/12,5/16/11,PARTNERSHIP,N,40.60646,-74.010404,43,180,Bath Beach
QUEENS,NB,1984,37,404,11368,2,YES,,,,ISSUED,INITIAL,NB,9/2/10,9/2/10,4/1/11,9/2/10,INDIVIDUAL,N,40.75057,-73.8587,21,403,North Corona
BROOKLYN,NB,7107,38,315,11223,1,YES,OP,,,ISSUED,INITIAL,FO,12/22/11,12/22/11,5/20/12,12/22/11,INDIVIDUAL,N,40.5981,-73.967862,47,394,Homecrest
BROOKLYN,NB,7920,5,318,11236,2,,,IBZ,,ISSUED,INITIAL,NB,4/7/09,4/8/09,7/1/09,4/8/09,CORPORATION,N,40.646979,-73.913496,45,960,Canarsie
QUEENS,NB,4584,6,407,11357,1,YES,,,,ISSUED,INITIAL,FO,9/29/10,9/29/10,1/12/11,9/29/10,INDIVIDUAL,N,40.787651,-73.80216,19,991,Whitestone
QUEENS,NB,3916,59,407,11356,1,YES,,,PL,ISSUED,INITIAL,PL,1/7/11,1/7/11,1/7/12,1/7/11,CORPORATION,N,40.795087,-73.848298,19,939,College Point
QUEENS,NB,620,9,401,11102,2,,,,,ISSUED,INITIAL,NB,8/31/09,9/1/09,2/1/10,9/1/09,CORPORATION,Y,40.76963,-73.918561,22,6501,Astoria
BROOKLYN,NB,3617,25,316,11212,2,,,,PL,ISSUED,INITIAL,PL,5/27/09,5/27/09,5/27/10,5/27/09,CORPORATION,N,40.658805,-73.905086,42,920,Brownsville
STATEN ISLAND,NB,5615,88,503,10312,1,YES,SRD,,,ISSUED,INITIAL,NB,4/21/09,4/21/09,11/20/09,4/21/09,INDIVIDUAL,N,40.543671,-74.171172,51,17011,Annadale-Huguenot-Prince's Bay-Eltingville
BRONX,NB,3282,65,207,10458,2,YES,,,,ISSUED,INITIAL,NB,10/22/09,10/22/09,3/20/10,10/22/09,CORPORATION,Y,40.863847,-73.890795,15,40502,Bedford Park-Fordham North
MANHATTAN,NB,69,30,101,10038,2,,LM,,,ISSUED,INITIAL,FO,12/22/11,12/22/11,8/5/12,12/22/11,PARTNERSHIP,N,40.707652,-74.006575,1,1502,Battery Park City-Lower Manhattan
QUEENS,NB,6182,40,411,11361,1,YES,,,PL,ISSUED,INITIAL,PL,6/7/11,6/7/11,6/6/12,6/7/11,INDIVIDUAL,N,40.768342,-73.769762,19,1113,Bayside-Bayside Hills
STATEN ISLAND,NB,2873,96,,10304,1,YES,,,,ISSUED,INITIAL,NB,5/15/09,5/15/09,11/20/09,5/15/09,PARTNERSHIP,N,40.616121,-74.076181,49,40,Grymes Hill-Clifton-Fox Hills
QUEENS,NB,7457,35,411,11364,1,,,,EQ,ISSUED,INITIAL,EQ,8/29/11,8/29/11,2/2/12,8/29/11,INDIVIDUAL,N,40.746271,-73.770008,23,1403,Bayside-Bayside Hills
QUEENS,NB,11965,189,412,11435,2,,,,,ISSUED,INITIAL,NB,10/11/11,10/11/11,5/26/12,10/11/11,INDIVIDUAL,N,40.688427,-73.795459,28,190,Baisley Park
STATEN ISLAND,NB,5735,338,503,10312,1,YES,SRD,,PL,ISSUED,INITIAL,PL,12/8/10,12/8/10,12/8/11,12/8/10,CORPORATION,N,40.555263,-74.18497,51,17007,Arden Heights
QUEENS,NB,597,110,401,11102,2,YES,,,EQ,ISSUED,INITIAL,EQ,2/20/09,2/20/09,3/17/09,2/20/09,INDIVIDUAL,N,40.769993,-73.919383,22,69,Old Astoria
QUEENS,NB,4818,49,407,11354,1,,,,,ISSUED,INITIAL,FO,10/7/10,10/7/10,8/19/11,10/7/10,INDIVIDUAL,N,40.775006,-73.814203,19,1059,Murray Hill
BRONX,NB,4848,14,212,10466,1,YES,,,PL,ISSUED,INITIAL,PL,7/20/09,7/20/09,7/20/10,7/20/09,INDIVIDUAL,N,40.885023,-73.85691,12,396,Williamsbridge-Olinville
QUEENS,NB,1085,32,403,11369,1,YES,,,PL,ISSUED,INITIAL,PL,1/28/09,1/28/09,1/28/10,1/28/09,CORPORATION,N,40.766888,-73.877961,22,347,Jackson Heights
QUEENS,NB,6827,25,408,11366,1,YES,,,EQ,ISSUED,INITIAL,EQ,7/24/09,7/24/09,3/22/10,7/24/09,INDIVIDUAL,N,40.723077,-73.809805,24,1257,Kew Gardens Hills
BROOKLYN,NB,7832,55,318,11234,1,,,,EQ,ISSUED,INITIAL,EQ,1/22/09,6/11/09,8/19/09,6/11/09,INDIVIDUAL,N,40.625166,-73.92463,46,676,Flatlands
STATEN ISLAND,NB,6920,74,503,10309,1,,SRD,,PL,ISSUED,INITIAL,PL,5/11/10,5/11/10,5/11/11,5/11/10,INDIVIDUAL,N,40.535553,-74.20572,51,20803,Rossville-Woodrow
BROOKLYN,NB,6632,36,311,11223,2,,,,PL,ISSUED,INITIAL,PL,5/5/09,5/5/09,5/5/10,5/5/09,INDIVIDUAL,N,40.607201,-73.972701,44,424,Bensonhurst East
QUEENS,NB,7612,24,411,11364,1,YES,,,,ISSUED,INITIAL,FO,7/6/11,7/6/11,5/4/12,7/6/11,INDIVIDUAL,N,40.744657,-73.764182,23,1367,Oakland Gardens
QUEENS,NB,247,1,402,11101,2,,,,PL,ISSUED,INITIAL,PL,6/8/09,9/22/09,9/22/10,9/22/09,CORPORATION,N,40.742647,-73.931888,26,179,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,1984,37,404,11368,2,YES,,,,ISSUED,INITIAL,FO,9/2/10,9/2/10,4/1/11,9/2/10,INDIVIDUAL,N,40.75057,-73.8587,21,403,North Corona
QUEENS,NB,13689,35,413,11422,1,YES,,,EQ,ISSUED,INITIAL,EQ,9/28/11,9/28/11,2/15/12,9/28/11,INDIVIDUAL,N,40.653568,-73.729145,31,656,Rosedale
BROOKLYN,NB,1961,53,302,11238,1,YES,,,,ISSUED,INITIAL,FO,6/1/11,6/1/11,11/17/11,6/1/11,INDIVIDUAL,N,40.685546,-73.966327,35,199,Clinton Hill
QUEENS,NB,6971,21,408,11366,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/14/11,4/14/11,8/16/11,4/14/11,INDIVIDUAL,N,40.722974,-73.804181,24,1241,Pomonok-Flushing Heights-Hillcrest
QUEENS,NB,6249,3,411,11361,1,,,,,ISSUED,INITIAL,NB,5/13/09,8/11/09,9/16/09,8/11/09,INDIVIDUAL,N,40.765822,-73.767118,19,1113,Bayside-Bayside Hills
QUEENS,NB,7356,5,411,11361,1,,,,PL,ISSUED,INITIAL,PL,12/10/10,12/10/10,12/10/11,12/10/10,INDIVIDUAL,N,40.75234,-73.780025,20,1429,Auburndale
BRONX,NB,2687,16,202,10455,1,YES,,,EQ,ISSUED,INITIAL,EQ,6/2/09,6/2/09,5/19/10,6/2/09,CORPORATION,N,40.81721,-73.90184,17,83,Longwood
QUEENS,NB,13962,105,410,11414,1,YES,,,,ISSUED,INITIAL,FO,6/7/10,6/7/10,12/28/10,6/7/10,INDIVIDUAL,N,40.660458,-73.850814,32,892,Lindenwood-Howard Beach
QUEENS,NB,7374,13,411,11365,1,YES,,,,ISSUED,INITIAL,FO,10/12/10,10/12/10,11/20/10,10/12/10,INDIVIDUAL,N,40.749004,-73.780696,20,1429,Auburndale
QUEENS,NB,7019,26,408,11432,1,YES,,,PL,ISSUED,INITIAL,PL,1/26/10,1/26/10,1/26/11,1/26/10,CORPORATION,N,40.721654,-73.799416,24,1267,Pomonok-Flushing Heights-Hillcrest
BROOKLYN,NB,4452,933,305,11239,1,YES,,,,ISSUED,INITIAL,NB,6/23/11,6/23/11,8/1/11,6/23/11,HPD,Y,40.655816,-73.87082,42,1070,East New York
QUEENS,NB,9423,3,409,11416,2,YES,,,PL,ISSUED,INITIAL,PL,9/16/09,9/16/09,9/16/10,9/16/09,INDIVIDUAL,N,40.686576,-73.837854,28,112,Richmond Hill
QUEENS,NB,3376,1,405,11385,2,,,IBZ,,ISSUED,INITIAL,FO,9/21/10,9/21/10,7/31/11,9/21/10,INDIVIDUAL,Y,40.71258,-73.918273,34,539,Ridgewood
QUEENS,NB,11941,282,412,11435,1,,,,PL,ISSUED,INITIAL,PL,4/3/09,4/3/09,4/3/10,4/3/09,INDIVIDUAL,N,40.688397,-73.80032,28,196,South Jamaica
BRONX,NB,3859,11,210,10461,2,,,,,ISSUED,INITIAL,NB,12/27/11,2/3/12,8/1/12,2/3/12,CORPORATION,N,40.840479,-73.841707,13,96,Westchester-Unionport
QUEENS,NB,7663,19,411,11364,1,,,,,ISSUED,INITIAL,NB,6/18/09,6/18/09,4/1/10,6/18/09,INDIVIDUAL,N,40.748963,-73.748496,23,1377,Oakland Gardens
STATEN ISLAND,NB,5735,399,503,10312,1,YES,SRD,,PL,ISSUED,INITIAL,PL,10/21/10,10/21/10,10/21/11,10/21/10,CORPORATION,N,40.555985,-74.184727,51,17007,Arden Heights
BRONX,NB,3079,9,206,10457,2,YES,,,EQ,ISSUED,INITIAL,EQ,9/25/09,9/25/09,1/1/10,9/25/09,CORPORATION,Y,40.84643,-73.891951,17,373,East Tremont
QUEENS,NB,1837,32,404,11373,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/30/10,4/30/10,6/30/10,4/30/10,CORPORATION,N,40.739179,-73.87532,25,473,Elmhurst
QUEENS,NB,1978,29,404,11368,2,YES,,,,ISSUED,INITIAL,FO,5/20/10,5/20/10,4/17/11,5/20/10,INDIVIDUAL,N,40.747273,-73.862439,21,405,North Corona
BROOKLYN,NB,1535,14,316,11233,2,,,,EQ,ISSUED,INITIAL,EQ,7/29/09,8/5/09,12/20/09,8/5/09,CORPORATION,Y,40.680713,-73.907107,37,369,Ocean Hill
QUEENS,NB,2506,78,405,11378,1,YES,,,,ISSUED,INITIAL,FO,12/13/10,12/13/10,8/7/11,12/13/10,INDIVIDUAL,N,40.729504,-73.89139,30,497,Maspeth
BROOKLYN,NB,1893,4,302,11205,2,YES,,,PL,ISSUED,INITIAL,PL,9/1/09,9/1/09,9/1/10,9/1/09,PARTNERSHIP,N,40.69437,-73.964191,35,191,Clinton Hill
QUEENS,NB,7600,22,411,11364,1,YES,,,EQ,ISSUED,INITIAL,EQ,10/8/10,10/8/10,9/2/11,10/8/10,INDIVIDUAL,N,40.74581,-73.765722,23,1367,Oakland Gardens
QUEENS,NB,1519,19,404,11373,2,YES,,,EQ,ISSUED,INITIAL,EQ,11/4/09,11/4/09,9/29/10,11/4/09,CORPORATION,N,40.743183,-73.890275,25,483,Elmhurst-Maspeth
QUEENS,NB,15905,278,,11692,1,YES,,,PL,ISSUED,INITIAL,PL,3/29/11,3/29/11,3/28/12,3/29/11,CORPORATION,N,40.588808,-73.794465,31,964,Hammels-Arverne-Edgemere
STATEN ISLAND,NB,5460,9,503,10308,1,YES,SRD,,PL,ISSUED,INITIAL,PL,7/8/09,7/8/09,7/8/10,7/8/09,CORPORATION,N,40.548148,-74.155528,51,14604,Great Kills
QUEENS,NB,15905,270,,11692,1,YES,,,PL,ISSUED,INITIAL,PL,8/3/10,8/3/10,8/3/11,8/3/10,CORPORATION,N,40.588645,-73.795095,31,964,Hammels-Arverne-Edgemere
QUEENS,NB,650,81,401,11103,2,YES,,,PL,ISSUED,INITIAL,PL,3/31/10,3/31/10,3/31/11,3/31/10,INDIVIDUAL,N,40.762804,-73.919208,22,63,Astoria
STATEN ISLAND,NB,41,4,501,10301,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/29/10,4/29/10,6/14/10,4/29/10,INDIVIDUAL,N,40.6416,-74.084966,49,9,West New Brighton-New Brighton-St. George
STATEN ISLAND,NB,6909,32,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,3/22/11,3/22/11,3/21/12,3/22/11,CORPORATION,N,40.529586,-74.205353,51,20803,Rossville-Woodrow
STATEN ISLAND,NB,1186,49,501,10303,1,YES,,,EQ,ISSUED,INITIAL,EQ,11/24/10,11/24/10,11/24/11,11/24/10,CORPORATION,N,40.63657,-74.152894,49,223,Mariner's Harbor-Arlington-Port Ivory-Graniteville
QUEENS,NB,4708,51,407,11357,1,,,,,ISSUED,INITIAL,FO,8/19/10,8/19/10,6/29/11,8/19/10,INDIVIDUAL,N,40.779666,-73.811669,19,1033,Whitestone
QUEENS,NB,2672,75,405,11378,2,,,,EQ,ISSUED,INITIAL,EQ,5/18/09,5/18/09,12/5/09,5/18/09,PARTNERSHIP,N,,,,,
BRONX,NB,3763,144,209,10472,1,YES,,,,ISSUED,INITIAL,NB,5/3/10,5/3/10,12/23/10,5/3/10,INDIVIDUAL,N,40.831205,-73.866215,18,70,Soundview-Bruckner
